Episode,Epsilon,AvgReward,Collisions,Penalties
600,0.049662132773908,-1003.72568118046,150,0
601,0.0494138221100385,-1004.05379623341,150,0
602,0.0491667529994883,-1004.0911901662,150,0
603,0.0489209192344909,-1003.90968448773,150,0
604,0.0486763146383184,-1004.18384521601,150,0
605,0.0484329330651268,-1003.6629235737,150,0
606,0.0481907683998012,-1004.04251332726,150,0
607,0.0479498145578022,-1004.00350062776,150,0
608,0.0477100654850132,-1004.01425811632,150,0
609,0.0474715151575881,-997.234804718844,149,0
610,0.0472341575818002,-997.207236654868,149,0
611,0.0469979867938912,-1004.17514378925,150,0
612,0.0467629968599217,-1003.55289796063,150,0
613,0.0465291818756221,-1004.01142443319,150,0
614,0.046296535966244,-1003.88518550389,150,0
615,0.0460650532864128,-1003.92900038054,150,0
616,0.0458347280199807,-1003.84265026313,150,0
617,0.0456055543798808,-996.955950627627,149,0
618,0.0453775266079814,-1003.87101580664,150,0
619,0.0451506389749415,-1003.89916453572,150,0
620,0.0449248857800668,-1003.71255619578,150,0
621,0.0447002613511665,-1003.83732749876,150,0
622,0.0444767600444106,-1003.95314881797,150,0
623,0.0442543762441886,-1003.99676493346,150,0
624,0.0440331043629676,-1004.16430939848,150,0
625,0.0438129388411528,-1003.90983807882,150,0
626,0.043593874146947,-1003.78652332383,150,0
627,0.0433759047762123,-1004.0437180951,150,0
628,0.0431590252523312,-1003.80497149477,150,0
629,0.0429432301260696,-1003.99095602732,150,0
630,0.0427285139754392,-1003.83720233636,150,0
631,0.042514871405562,-1003.91320393697,150,0
632,0.0423022970485342,-1003.83430857709,150,0
633,0.0420907855632916,-1003.82470692312,150,0
634,0.0418803316354751,-1004.05881324926,150,0
635,0.0416709299772977,-1003.78631220774,150,0
636,0.0414625753274112,-1003.95184590243,150,0
637,0.0412552624507742,-1004.0048151616,150,0
638,0.0410489861385203,-1003.99045401445,150,0
639,0.0408437412078277,-1003.7729252082,150,0
640,0.0406395225017886,-1003.86513104844,150,0
641,0.0404363248892796,-1003.84107212925,150,0
642,0.0402341432648332,-1004.08646338244,150,0
643,0.0400329725485091,-1003.60953315083,150,0
644,0.0398328076857665,-1003.59387474495,150,0
645,0.0396336436473377,-1003.7716689768,150,0
646,0.039435475429101,-997.321586688194,149,0
647,0.0392382980519555,-1003.86803813868,150,0
648,0.0390421065616957,-1004.19793722093,150,0
649,0.0388468960288872,-1003.88576837806,150,0
650,0.0386526615487428,-1004.12449544494,150,0
651,0.0384593982409991,-1004.06264512836,150,0
652,0.0382671012497941,-1003.61382508238,150,0
653,0.0380757657435451,-1003.90025499126,150,0
654,0.0378853869148274,-1003.68839334483,150,0
655,0.0376959599802533,-1003.94477034797,150,0
656,0.037507480180352,-1004.00007871824,150,0
657,0.0373199427794502,-1003.97890394436,150,0
658,0.037133343065553,-1003.83928533575,150,0
659,0.0369476763502252,-1003.62577691767,150,0
660,0.0367629379684741,-1003.92468132276,150,0
661,0.0365791232786317,-1004.09806813308,150,0
662,0.0363962276622386,-1003.65529807866,150,0
663,0.0362142465239274,-1004.06683645391,150,0
664,0.0360331752913077,-1004.02854442879,150,0
665,0.0358530094148512,-1003.90109914192,150,0
666,0.0356737443677769,-1004.12240260621,150,0
667,0.035495375645938,-1003.69790440646,150,0
668,0.0353178987677084,-1004.00665907655,150,0
669,0.0351413092738698,-1004.07474960395,150,0
670,0.0349656027275005,-1004.05047730627,150,0
671,0.034790774713863,-1003.81848552631,150,0
672,0.0346168208402936,-1003.589009892,150,0
673,0.0344437367360922,-1003.88254431574,150,0
674,0.0342715180524117,-1003.90056860248,150,0
675,0.0341001604621497,-1003.75692896682,150,0
676,0.0339296596598389,-1003.92535051636,150,0
677,0.0337600113615397,-1004.05923348243,150,0
678,0.033591211304732,-1003.87152084418,150,0
679,0.0334232552482084,-1003.72081531216,150,0
680,0.0332561389719673,-1003.84199552169,150,0
681,0.0330898582771075,-1004.03728357707,150,0
682,0.0329244089857219,-1003.91675376756,150,0
683,0.0327597869407933,-1003.70628595543,150,0
684,0.0325959880060894,-1003.8137546391,150,0
685,0.0324330080660589,-1004.57328797191,150,0
686,0.0322708430257286,-1004.04931864748,150,0
687,0.0321094888106,-1003.91680411395,150,0
688,0.031948941366547,-1003.62730241774,150,0
689,0.0317891966597142,-1003.74842537744,150,0
690,0.0316302506764157,-1004.05340644098,150,0
691,0.0314720994230336,-1003.80870398822,150,0
692,0.0313147389259184,-1003.80728653431,150,0
693,0.0311581652312888,-1003.73403756978,150,0
694,0.0310023744051324,-1003.68023428983,150,0
695,0.0308473625331067,-1003.89265132714,150,0
696,0.0306931257204412,-1003.54479793056,150,0
697,0.030539660091839,-1004.00863608246,150,0
698,0.0303869617913798,-1003.77053965241,150,0
699,0.0302350269824229,-1003.88261532529,150,0
700,0.0300838518475108,-997.121009620263,149,0
701,0.0299334325882732,-1003.62465922871,150,0
702,0.0297837654253318,-1003.98998535824,150,0
703,0.0296348465982052,-1003.89412699712,150,0
704,0.0294866723652142,-1003.83042664073,150,0
705,0.0293392390033881,-1003.91043594612,150,0
706,0.0291925428083711,-1003.63334201325,150,0
707,0.0290465800943293,-1003.92884227991,150,0
708,0.0289013471938576,-1003.78404780539,150,0
709,0.0287568404578884,-1004.20446026824,150,0
710,0.0286130562555989,-997.196507649641,149,0
711,0.0284699909743209,-1003.66181692197,150,0
712,0.0283276410194493,-1003.75807047431,150,0
713,0.0281860028143521,-1003.91339157398,150,0
714,0.0280450728002803,-1003.77108551074,150,0
715,0.0279048474362789,-990.664256851906,148,0
716,0.0277653231990975,-1003.66154947839,150,0
717,0.027626496583102,-1004.15843315608,150,0
718,0.0274883641001865,-1003.64158558731,150,0
719,0.0273509222796856,-1003.78384792885,150,0
720,0.0272141676682871,-997.306698294381,149,0
721,0.0270780968299457,-1003.99410722611,150,0
722,0.026942706345796,-1004.01062930694,150,0
723,0.026807992814067,-1003.91658450375,150,0
724,0.0266739528499967,-1003.87061784754,150,0
725,0.0265405830857467,-1003.83795500566,150,0
726,0.0264078801703179,-1003.64564774891,150,0
727,0.0262758407694664,-1004.00328289525,150,0
728,0.026144461565619,-1004.08867980229,150,0
729,0.0260137392577909,-1003.84661608952,150,0
730,0.025883670561502,-1003.94225496535,150,0
731,0.0257542522086945,-1004.0231050166,150,0
732,0.025625480947651,-1003.65246655903,150,0
733,0.0254973535429127,-1003.70744354758,150,0
734,0.0253698667751982,-1004.1991553364,150,0
735,0.0252430174413222,-1003.95804832415,150,0
736,0.0251168023541156,-1004.04975691413,150,0
737,0.024991218342345,-1004.11313710473,150,0
738,0.0248662622506333,-996.973285335384,149,0
739,0.0247419309393801,-1004.03079108664,150,0
740,0.0246182212846832,-1003.93041728243,150,0
741,0.0244951301782598,-1003.99180064687,150,0
742,0.0243726545273685,-1003.73412039516,150,0
743,0.0242507912547316,-1003.82718806667,150,0
744,0.024129537298458,-1003.89982844353,150,0
745,0.0240088896119657,-1003.95315254599,150,0
746,0.0238888451639059,-1003.69155673229,150,0
747,0.0237694009380863,-1003.84943568532,150,0
748,0.0236505539333959,-1004.05797035418,150,0
749,0.0235323011637289,-1003.85709216052,150,0
750,0.0234146396579103,-1004.0688755659,150,0
751,0.0232975664596207,-1003.86917425614,150,0
752,0.0231810786273226,-1003.9553595492,150,0
753,0.023065173234186,-1003.59540738276,150,0
754,0.0229498473680151,-1003.63518629283,150,0
755,0.022835098131175,-1004.25834624151,150,0
756,0.0227209226405191,-1003.9317781417,150,0
757,0.0226073180273165,-1004.05677491748,150,0
758,0.0224942814371799,-1003.7566255342,150,0
759,0.022381810029994,-1003.66864574918,150,0
760,0.0222699009798441,-1003.82914168702,150,0
761,0.0221585514749449,-1003.77603562622,150,0
762,0.0220477587175701,-997.079226062127,149,0
763,0.0219375199239823,-1003.83242464036,150,0
764,0.0218278323243624,-1003.85778030004,150,0
765,0.0217186931627406,-1003.8287960885,150,0
766,0.0216100996969269,-1003.68671957478,150,0
767,0.0215020491984422,-1003.80107613121,150,0
768,0.02139453895245,-1003.75719291103,150,0
769,0.0212875662576878,-1003.89907406805,150,0
770,0.0211811284263993,-1003.74140433625,150,0
771,0.0210752227842673,-1003.86037755387,150,0
772,0.020969846670346,-1003.58962721916,150,0
773,0.0208649974369943,-1003.63294464962,150,0
774,0.0207606724498093,-1003.84964410018,150,0
775,0.0206568690875602,-1003.90403031505,150,0
776,0.0205535847421224,-1003.71032600256,150,0
777,0.0204508168184118,-1004.05723750946,150,0
778,0.0203485627343198,-1003.99486947243,150,0
779,0.0202468199206482,-1004.01790066989,150,0
780,0.0201455858210449,-1003.8487562117,150,0
781,0.0200448578919397,-1003.79579684701,150,0
782,0.01994463360248,-1003.84332782441,150,0
783,0.0198449104344676,-1003.47759204696,150,0
784,0.0197456858822953,-1003.87489599424,150,0
785,0.0196469574528838,-990.393106667305,148,0
786,0.0195487226656194,-1003.82883439549,150,0
787,0.0194509790522913,-1003.57178541225,150,0
788,0.0193537241570298,-1003.95304927245,150,0
789,0.0192569555362447,-1003.97640387293,150,0
790,0.0191606707585634,-1003.82161428444,150,0
791,0.0190648674047706,-1004.03797243003,150,0
792,0.0189695430677468,-1003.80402547205,150,0
793,0.018874695352408,-1003.65875487892,150,0
794,0.018780321875646,-1004.18206393235,150,0
795,0.0186864202662678,-1003.72729642485,150,0
796,0.0185929881649364,-1004.09922419919,150,0
797,0.0185000232241117,-1003.77957842147,150,0
798,0.0184075231079912,-1003.9044811187,150,0
799,0.0183154854924512,-1003.49842551232,150,0
800,0.018223908064989,-1004.09914612825,150,0
801,0.018132788524664,-1003.84908134985,150,0
802,0.0180421245820407,-1003.85162060997,150,0
803,0.0179519139591305,-997.145791233266,149,0
804,0.0178621543893349,-1003.72305585452,150,0
805,0.0177728436173882,-1004.08914678037,150,0
806,0.0176839793993012,-1003.79149890703,150,0
807,0.0175955595023047,-1003.94822788238,150,0
808,0.0175075817047932,-1004.06195504695,150,0
809,0.0174200437962692,-1004.01070201857,150,0
810,0.0173329435772879,-1003.91210265836,150,0
811,0.0172462788594014,-1004.07445133753,150,0
812,0.0171600474651044,-1003.89619627709,150,0
813,0.0170742472277789,-1003.75387485116,150,0
814,0.01698887599164,-1003.87448053347,150,0
815,0.0169039316116818,-1004.01670443897,150,0
816,0.0168194119536234,-1003.81838627995,150,0
817,0.0167353148938553,-1003.54347168136,150,0
818,0.016651638319386,-1003.96745175966,150,0
819,0.0165683801277891,-1004.07226466049,150,0
820,0.0164855382271502,-1004.00108425601,150,0
821,0.0164031105360144,-1003.50589222461,150,0
822,0.0163210949833343,-1003.74084923914,150,0
823,0.0162394895084177,-1003.89792161359,150,0
824,0.0161582920608756,-1003.72947147635,150,0
825,0.0160775006005712,-1003.81896184589,150,0
826,0.0159971130975683,-1004.02921920051,150,0
827,0.0159171275320805,-1003.67324932702,150,0
828,0.0158375418944201,-1003.89803509392,150,0
829,0.015758354184948,-1003.80624343083,150,0
830,0.0156795624140233,-1003.74047258905,150,0
831,0.0156011646019531,-1003.79090224998,150,0
832,0.0155231587789434,-1003.5319359233,150,0
833,0.0154455429850487,-1003.88592663588,150,0
834,0.0153683152701234,-1003.86455477992,150,0
835,0.0152914736937728,-1003.8708224745,150,0
836,0.0152150163253039,-1003.86560560311,150,0
837,0.0151389412436774,-1003.99751637756,150,0
838,0.015063246537459,-1003.94673785558,150,0
839,0.0149879303047717,-1003.8300466896,150,0
840,0.0149129906532479,-1003.78599949884,150,0
841,0.0148384256999816,-997.483944897363,149,0
842,0.0147642335714817,-1004.1213827623,150,0
843,0.0146904124036243,-1003.68040524067,150,0
844,0.0146169603416062,-1004.1085563061,150,0
845,0.0145438755398982,-1003.90714518153,150,0
846,0.0144711561621987,-1003.74199886564,150,0
847,0.0143988003813877,-1003.77061000851,150,0
848,0.0143268063794807,-1003.64838813095,150,0
849,0.0142551723475833,-1004.07654412756,150,0
850,0.0141838964858454,-1003.73700140643,150,0
851,0.0141129770034162,-1003.97788938365,150,0
852,0.0140424121183991,-1003.94597296926,150,0
853,0.0139722000578071,-1003.91202638771,150,0
854,0.0139023390575181,-1003.97144043237,150,0
855,0.0138328273622305,-1003.95858026021,150,0
856,0.0137636632254193,-1003.88685748216,150,0
857,0.0136948449092922,-1003.99099971096,150,0
858,0.0136263706847458,-1003.6655500344,150,0
859,0.013558238831322,-1003.78191933908,150,0
860,0.0134904476371654,-1003.90736147129,150,0
861,0.0134229953989796,-1004.07193859781,150,0
862,0.0133558804219847,-1003.956798212,150,0
863,0.0132891010198748,-1003.55214116569,150,0
864,0.0132226555147754,-1003.91050937748,150,0
865,0.0131565422372015,-1004.00064253935,150,0
866,0.0130907595260155,-1003.81140830654,150,0
867,0.0130253057283855,-997.078173792313,149,0
868,0.0129601791997435,-1004.16556251653,150,0
869,0.0128953783037448,-1004.19399102162,150,0
870,0.0128309014122261,-1003.70984064724,150,0
871,0.0127667469051649,-1003.76834498345,150,0
872,0.0127029131706391,-1004.13350727654,150,0
873,0.0126393986047859,-1003.82018756905,150,0
874,0.012576201611762,-1003.84349140626,150,0
875,0.0125133206037032,-1004.02352063438,150,0
876,0.0124507540006847,-997.238787599623,149,0
877,0.0123885002306812,-1004.19383038377,150,0
878,0.0123265577295278,-997.275647140549,149,0
879,0.0122649249408802,-1003.81989477411,150,0
880,0.0122036003161758,-1004.12963428546,150,0
881,0.0121425823145949,-997.32171225354,149,0
882,0.0120818694030219,-1003.97142972744,150,0
883,0.0120214600560068,-1004.23139517661,150,0
884,0.0119613527557268,-1003.92678768822,150,0
885,0.0119015459919482,-997.226057164778,149,0
886,0.0118420382619884,-1003.75089694167,150,0
887,0.0117828280706785,-1004.03523074466,150,0
888,0.0117239139303251,-1003.79982794373,150,0
889,0.0116652943606735,-1003.96994343204,150,0
890,0.0116069678888701,-1003.7292815297,150,0
891,0.0115489330494258,-1003.7093983878,150,0
892,0.0114911883841786,-1003.56888002215,150,0
893,0.0114337324422577,-1003.72817047839,150,0
894,0.0113765637800464,-1003.55865793596,150,0
895,0.0113196809611462,-1003.87763563482,150,0
896,0.0112630825563405,-1003.9372039902,150,0
897,0.0112067671435588,-1003.48130617691,150,0
898,0.011150733307841,-997.058816196768,149,0
899,0.0110949796413018,-1003.76295595343,150,0
900,0.0110395047430953,-1004.0625204114,150,0
901,0.0109843072193798,-1004.41029051482,150,0
902,0.0109293856832829,-1003.73438750989,150,0
903,0.0108747387548665,-997.216940557117,149,0
904,0.0108203650610921,-1003.91774935872,150,0
905,0.0107662632357867,-1004.05464846529,150,0
906,0.0107124319196078,-997.031453077827,149,0
907,0.0106588697600097,-1003.84769009489,150,0
908,0.0106055754112097,-1003.78008054393,150,0
909,0.0105525475341536,-1003.63151238846,150,0
910,0.0104997847964828,-1004.25125299785,150,0
911,0.0104472858725004,-1004.08758477629,150,0
912,0.0103950494431379,-1003.8755314869,150,0
913,0.0103430741959222,-1003.92845891925,150,0
914,0.0102913588249426,-1004.00641579186,150,0
915,0.0102399020308179,-1003.70408600211,150,0
916,0.0101887025206638,-1003.92382560101,150,0
917,0.0101377590080605,-997.010819190041,149,0
918,0.0100870702130202,-1003.70884926411,150,0
919,0.0100366348619551,-1003.91156967852,150,0
920,0.01,-1003.96916512819,150,0
921,0.01,-1003.78395910487,150,0
922,0.01,-1004.09560805291,150,0
923,0.01,-1004.0277758525,150,0
924,0.01,-1003.95011423963,150,0
925,0.01,-1003.81190071208,150,0
926,0.01,-1003.79868714185,150,0
927,0.01,-1003.74507621031,150,0
928,0.01,-1003.83622220563,150,0
929,0.01,-997.13338272479,149,0
930,0.01,-1003.9373507238,150,0
931,0.01,-1003.75555420074,150,0
932,0.01,-1004.01544346525,150,0
933,0.01,-1003.90877369068,150,0
934,0.01,-1003.84089895015,150,0
935,0.01,-1003.57695613565,150,0
936,0.01,-1003.65806288522,150,0
937,0.01,-1003.61932917268,150,0
938,0.01,-1003.74032609126,150,0
939,0.01,-1003.79019610106,150,0
940,0.01,-1003.86259908975,150,0
941,0.01,-1004.00982793798,150,0
942,0.01,-1003.82044291983,150,0
943,0.01,-1003.58965323919,150,0
944,0.01,-1003.85794164246,150,0
945,0.01,-1003.75531532342,150,0
946,0.01,-1003.69544663496,150,0
947,0.01,-1003.47721846144,150,0
948,0.01,-1003.87472553344,150,0
949,0.01,-1003.9702315608,150,0
950,0.01,-1004.06068464767,150,0
951,0.01,-1003.69538444438,150,0
952,0.01,-1004.04768934468,150,0
953,0.01,-1003.63926088611,150,0
954,0.01,-1003.60008051308,150,0
955,0.01,-1003.53495759672,150,0
956,0.01,-1003.88795755004,150,0
957,0.01,-1003.96735593472,150,0
958,0.01,-1003.7153312947,150,0
959,0.01,-1004.09960176454,150,0
960,0.01,-1003.89749545222,150,0
961,0.01,-1003.89317966864,150,0
962,0.01,-1004.0510863989,150,0
963,0.01,-1003.74416284805,150,0
964,0.01,-1003.94293981197,150,0
965,0.01,-1003.90837347336,150,0
966,0.01,-1003.81033827142,150,0
967,0.01,-1003.77466282168,150,0
968,0.01,-1003.86855250237,150,0
969,0.01,-997.161297235135,149,0
970,0.01,-1003.79615675879,150,0
971,0.01,-1003.78030901131,150,0
972,0.01,-1003.86883055858,150,0
973,0.01,-1003.8130695699,150,0
974,0.01,-1003.75359870886,150,0
975,0.01,-1003.79138767246,150,0
976,0.01,-1004.13413836637,150,0
977,0.01,-1004.14860305833,150,0
978,0.01,-1003.95094576787,150,0
979,0.01,-1004.06487103975,150,0
980,0.01,-1003.81666154069,150,0
981,0.01,-997.062142750216,149,0
982,0.01,-1003.68069492495,150,0
983,0.01,-1004.04958211968,150,0
984,0.01,-1004.28801589317,150,0
985,0.01,-1004.03728574672,150,0
986,0.01,-1004.01508004507,150,0
987,0.01,-1003.86287322961,150,0
988,0.01,-1003.94587231425,150,0
989,0.01,-1003.91329139807,150,0
990,0.01,-1003.84296461851,150,0
991,0.01,-1004.18357039513,150,0
992,0.01,-1003.82919149892,150,0
993,0.01,-1003.73478518763,150,0
994,0.01,-1003.85591799714,150,0
995,0.01,-1003.98257949284,150,0
996,0.01,-1003.85110042426,150,0
997,0.01,-1004.00241089741,150,0
998,0.01,-1004.11696841452,150,0
999,0.01,-1003.98247878642,150,0
1000,0.01,-1003.94704293117,150,0
